unknown,unknown
ctx_lh_medial_wall,ctx_lh_medial_wall
ctx_lh_pole_occipital,ctx_lh_pole_occipital
ctx_lh_pole_temporal,ctx_lh_pole_temporal
ctx_lh_s_calcarine,ctx_lh_s_calcarine
ctx_lh_s_central,ctx_lh_s_central
ctx_lh_s_cingul-marginalis,ctx_lh_s_cingul-marginalis
ctx_lh_s_cingul.marginalis,ctx_lh_s_cingul-marginalis
ctx_lh_s_cingulmarginalis,ctx_lh_s_cingul-marginalis
ctx_lh_s_circular_insula_ant,ctx_lh_s_circular_insula_ant
ctx_lh_s_circular_insula_inf,ctx_lh_s_circular_insula_inf
ctx_lh_s_circular_insula_sup,ctx_lh_s_circular_insula_sup
ctx_lh_s_collat_transv_ant,ctx_lh_s_collat_transv_ant
ctx_lh_s_collat_transv_post,ctx_lh_s_collat_transv_post
ctx_lh_s_front_inf,ctx_lh_s_front_inf
ctx_lh_s_front_middle,ctx_lh_s_front_middle
ctx_lh_s_front_sup,ctx_lh_s_front_sup
ctx_lh_s_interm_prim-jensen,ctx_lh_s_interm_prim-jensen
ctx_lh_s_interm_prim.jensen,ctx_lh_s_interm_prim-jensen
ctx_lh_s_interm_primjensen,ctx_lh_s_interm_prim-jensen
ctx_lh_s_intrapariet_and_p_trans,ctx_lh_s_intrapariet_and_p_trans
ctx_lh_s_oc_middle_and_lunatus,ctx_lh_s_oc_middle_and_lunatus
ctx_lh_s_oc_sup_and_transversal,ctx_lh_s_oc_sup_and_transversal
ctx_lh_s_occipital_ant,ctx_lh_s_occipital_ant
ctx_lh_s_oc-temp_lat,ctx_lh_s_oc-temp_lat
ctx_lh_s_oc.temp_lat,ctx_lh_s_oc-temp_lat
ctx_lh_s_octemp_lat,ctx_lh_s_oc-temp_lat
ctx_lh_s_oc-temp_med_and_lingual,ctx_lh_s_oc-temp_med_and_lingual
ctx_lh_s_oc.temp_med_and_lingual,ctx_lh_s_oc-temp_med_and_lingual
ctx_lh_s_octemp_med_and_lingual,ctx_lh_s_oc-temp_med_and_lingual
ctx_lh_s_orbital_lateral,ctx_lh_s_orbital_lateral
ctx_lh_s_orbital_med-olfact,ctx_lh_s_orbital_med-olfact
ctx_lh_s_orbital_med.olfact,ctx_lh_s_orbital_med-olfact
ctx_lh_s_orbital_medolfact,ctx_lh_s_orbital_med-olfact
ctx_lh_s_orbital-h_shaped,ctx_lh_s_orbital-h_shaped
ctx_lh_s_orbital.h_shaped,ctx_lh_s_orbital-h_shaped
ctx_lh_s_orbitalh_shaped,ctx_lh_s_orbital-h_shaped
ctx_lh_s_parieto_occipital,ctx_lh_s_parieto_occipital
ctx_lh_s_pericallosal,ctx_lh_s_pericallosal
ctx_lh_s_postcentral,ctx_lh_s_postcentral
ctx_lh_s_precentral-inf-part,ctx_lh_s_precentral-inf-part
ctx_lh_s_precentral.inf.part,ctx_lh_s_precentral-inf-part
ctx_lh_s_precentralinfpart,ctx_lh_s_precentral-inf-part
ctx_lh_s_precentral-sup-part,ctx_lh_s_precentral-sup-part
ctx_lh_s_precentral.sup.part,ctx_lh_s_precentral-sup-part
ctx_lh_s_precentralsuppart,ctx_lh_s_precentral-sup-part
ctx_lh_s_suborbital,ctx_lh_s_suborbital
ctx_lh_s_subparietal,ctx_lh_s_subparietal
ctx_lh_s_temporal_inf,ctx_lh_s_temporal_inf
ctx_lh_s_temporal_sup,ctx_lh_s_temporal_sup
ctx_lh_s_temporal_transverse,ctx_lh_s_temporal_transverse
ctx_rh_unknown,ctx_rh_unknown
ctx_rh_g_and_s_frontomargin,ctx_rh_g_and_s_frontomargin
ctx_rh_g_and_s_occipital_inf,ctx_rh_g_and_s_occipital_inf
ctx_rh_g_and_s_paracentral,ctx_rh_g_and_s_paracentral
ctx_rh_g_and_s_subcentral,ctx_rh_g_and_s_subcentral
ctx_rh_g_and_s_transv_frontopol,ctx_rh_g_and_s_transv_frontopol
ctx_rh_g_and_s_cingul-ant,ctx_rh_g_and_s_cingul-ant
ctx_rh_g_and_s_cingul.ant,ctx_rh_g_and_s_cingul-ant
ctx_rh_g_and_s_cingulant,ctx_rh_g_and_s_cingul-ant
ctx_rh_g_and_s_cingul-mid-ant,ctx_rh_g_and_s_cingul-mid-ant
ctx_rh_g_and_s_cingul.mid.ant,ctx_rh_g_and_s_cingul-mid-ant
ctx_rh_g_and_s_cingulmidant,ctx_rh_g_and_s_cingul-mid-ant
ctx_rh_g_and_s_cingul-mid-post,ctx_rh_g_and_s_cingul-mid-post
ctx_rh_g_and_s_cingul.mid.post,ctx_rh_g_and_s_cingul-mid-post
ctx_rh_g_and_s_cingulmidpost,ctx_rh_g_and_s_cingul-mid-post
ctx_rh_g_cingul-post-dorsal,ctx_rh_g_cingul-post-dorsal
ctx_rh_g_cingul.post.dorsal,ctx_rh_g_cingul-post-dorsal
ctx_rh_g_cingulpostdorsal,ctx_rh_g_cingul-post-dorsal
ctx_rh_g_cingul-post-ventral,ctx_rh_g_cingul-post-ventral
ctx_rh_g_cingul.post.ventral,ctx_rh_g_cingul-post-ventral
ctx_rh_g_cingulpostventral,ctx_rh_g_cingul-post-ventral
ctx_rh_g_cuneus,ctx_rh_g_cuneus
ctx_rh_g_front_inf-opercular,ctx_rh_g_front_inf-opercular
ctx_rh_g_front_inf.opercular,ctx_rh_g_front_inf-opercular
ctx_rh_g_front_infopercular,ctx_rh_g_front_inf-opercular
ctx_rh_g_front_inf-orbital,ctx_rh_g_front_inf-orbital
ctx_rh_g_front_inf.orbital,ctx_rh_g_front_inf-orbital
ctx_rh_g_front_inforbital,ctx_rh_g_front_inf-orbital
ctx_rh_g_front_inf-triangul,ctx_rh_g_front_inf-triangul
ctx_rh_g_front_inf.triangul,ctx_rh_g_front_inf-triangul
ctx_rh_g_front_inftriangul,ctx_rh_g_front_inf-triangul
ctx_rh_g_front_middle,ctx_rh_g_front_middle
ctx_rh_g_front_sup,ctx_rh_g_front_sup
ctx_rh_g_ins_lg_and_s_cent_ins,ctx_rh_g_ins_lg_and_s_cent_ins
ctx_rh_g_insular_short,ctx_rh_g_insular_short
ctx_rh_g_occipital_middle,ctx_rh_g_occipital_middle
ctx_rh_g_occipital_sup,ctx_rh_g_occipital_sup
ctx_rh_g_oc-temp_lat-fusifor,ctx_rh_g_oc-temp_lat-fusifor
ctx_rh_g_oc.temp_lat.fusifor,ctx_rh_g_oc-temp_lat-fusifor
ctx_rh_g_octemp_latfusifor,ctx_rh_g_oc-temp_lat-fusifor
ctx_rh_g_oc-temp_med-lingual,ctx_rh_g_oc-temp_med-lingual
ctx_rh_g_oc.temp_med.lingual,ctx_rh_g_oc-temp_med-lingual
ctx_rh_g_octemp_medlingual,ctx_rh_g_oc-temp_med-lingual
ctx_rh_g_oc-temp_med-parahip,ctx_rh_g_oc-temp_med-parahip
ctx_rh_g_oc.temp_med.parahip,ctx_rh_g_oc-temp_med-parahip
ctx_rh_g_octemp_medparahip,ctx_rh_g_oc-temp_med-parahip
ctx_rh_g_orbital,ctx_rh_g_orbital
ctx_rh_g_pariet_inf-angular,ctx_rh_g_pariet_inf-angular
ctx_rh_g_pariet_inf.angular,ctx_rh_g_pariet_inf-angular
ctx_rh_g_pariet_infangular,ctx_rh_g_pariet_inf-angular
ctx_rh_g_pariet_inf-supramar,ctx_rh_g_pariet_inf-supramar
ctx_rh_g_pariet_inf.supramar,ctx_rh_g_pariet_inf-supramar
ctx_rh_g_pariet_infsupramar,ctx_rh_g_pariet_inf-supramar
ctx_rh_g_parietal_sup,ctx_rh_g_parietal_sup
ctx_rh_g_postcentral,ctx_rh_g_postcentral
ctx_rh_g_precentral,ctx_rh_g_precentral
ctx_rh_g_precuneus,ctx_rh_g_precuneus
ctx_rh_g_rectus,ctx_rh_g_rectus
ctx_rh_g_subcallosal,ctx_rh_g_subcallosal
ctx_rh_g_temp_sup-g_t_transv,ctx_rh_g_temp_sup-g_t_transv
ctx_rh_g_temp_sup.g_t_transv,ctx_rh_g_temp_sup-g_t_transv
ctx_rh_g_temp_supg_t_transv,ctx_rh_g_temp_sup-g_t_transv
ctx_rh_g_temp_sup-lateral,ctx_rh_g_temp_sup-lateral
ctx_rh_g_temp_sup.lateral,ctx_rh_g_temp_sup-lateral
ctx_rh_g_temp_suplateral,ctx_rh_g_temp_sup-lateral
ctx_rh_g_temp_sup-plan_polar,ctx_rh_g_temp_sup-plan_polar
ctx_rh_g_temp_sup.plan_polar,ctx_rh_g_temp_sup-plan_polar
ctx_rh_g_temp_supplan_polar,ctx_rh_g_temp_sup-plan_polar
ctx_rh_g_temp_sup-plan_tempo,ctx_rh_g_temp_sup-plan_tempo
ctx_rh_g_temp_sup.plan_tempo,ctx_rh_g_temp_sup-plan_tempo
ctx_rh_g_temp_supplan_tempo,ctx_rh_g_temp_sup-plan_tempo
ctx_rh_g_temporal_inf,ctx_rh_g_temporal_inf
ctx_rh_g_temporal_middle,ctx_rh_g_temporal_middle
ctx_rh_lat_fis-ant-horizont,ctx_rh_lat_fis-ant-horizont
ctx_rh_lat_fis.ant.horizont,ctx_rh_lat_fis-ant-horizont
ctx_rh_lat_fisanthorizont,ctx_rh_lat_fis-ant-horizont
ctx_rh_lat_fis-ant-vertical,ctx_rh_lat_fis-ant-vertical
ctx_rh_lat_fis.ant.vertical,ctx_rh_lat_fis-ant-vertical
ctx_rh_lat_fisantvertical,ctx_rh_lat_fis-ant-vertical
ctx_rh_lat_fis-post,ctx_rh_lat_fis-post
ctx_rh_lat_fis.post,ctx_rh_lat_fis-post
ctx_rh_lat_fispost,ctx_rh_lat_fis-post
ctx_rh_medial_wall,ctx_rh_medial_wall
ctx_rh_pole_occipital,ctx_rh_pole_occipital
ctx_rh_pole_temporal,ctx_rh_pole_temporal
ctx_rh_s_calcarine,ctx_rh_s_calcarine
ctx_rh_s_central,ctx_rh_s_central
ctx_rh_s_cingul-marginalis,ctx_rh_s_cingul-marginalis
ctx_rh_s_cingul.marginalis,ctx_rh_s_cingul-marginalis
ctx_rh_s_cingulmarginalis,ctx_rh_s_cingul-marginalis
ctx_rh_s_circular_insula_ant,ctx_rh_s_circular_insula_ant
ctx_rh_s_circular_insula_inf,ctx_rh_s_circular_insula_inf
ctx_rh_s_circular_insula_sup,ctx_rh_s_circular_insula_sup
ctx_rh_s_collat_transv_ant,ctx_rh_s_collat_transv_ant
ctx_rh_s_collat_transv_post,ctx_rh_s_collat_transv_post
ctx_rh_s_front_inf,ctx_rh_s_front_inf
ctx_rh_s_front_middle,ctx_rh_s_front_middle
ctx_rh_s_front_sup,ctx_rh_s_front_sup
ctx_rh_s_interm_prim-jensen,ctx_rh_s_interm_prim-jensen
ctx_rh_s_interm_prim.jensen,ctx_rh_s_interm_prim-jensen
ctx_rh_s_interm_primjensen,ctx_rh_s_interm_prim-jensen
ctx_rh_s_intrapariet_and_p_trans,ctx_rh_s_intrapariet_and_p_trans
ctx_rh_s_oc_middle_and_lunatus,ctx_rh_s_oc_middle_and_lunatus
ctx_rh_s_oc_sup_and_transversal,ctx_rh_s_oc_sup_and_transversal
ctx_rh_s_occipital_ant,ctx_rh_s_occipital_ant
ctx_rh_s_oc-temp_lat,ctx_rh_s_oc-temp_lat
ctx_rh_s_oc.temp_lat,ctx_rh_s_oc-temp_lat
ctx_rh_s_octemp_lat,ctx_rh_s_oc-temp_lat
ctx_rh_s_oc-temp_med_and_lingual,ctx_rh_s_oc-temp_med_and_lingual
ctx_rh_s_oc.temp_med_and_lingual,ctx_rh_s_oc-temp_med_and_lingual
ctx_rh_s_octemp_med_and_lingual,ctx_rh_s_oc-temp_med_and_lingual
ctx_rh_s_orbital_lateral,ctx_rh_s_orbital_lateral
ctx_rh_s_orbital_med-olfact,ctx_rh_s_orbital_med-olfact
ctx_rh_s_orbital_med.olfact,ctx_rh_s_orbital_med-olfact
ctx_rh_s_orbital_medolfact,ctx_rh_s_orbital_med-olfact
ctx_rh_s_orbital-h_shaped,ctx_rh_s_orbital-h_shaped
ctx_rh_s_orbital.h_shaped,ctx_rh_s_orbital-h_shaped
ctx_rh_s_orbitalh_shaped,ctx_rh_s_orbital-h_shaped
ctx_rh_s_parieto_occipital,ctx_rh_s_parieto_occipital
ctx_rh_s_pericallosal,ctx_rh_s_pericallosal
ctx_rh_s_postcentral,ctx_rh_s_postcentral
ctx_rh_s_precentral-inf-part,ctx_rh_s_precentral-inf-part
ctx_rh_s_precentral.inf.part,ctx_rh_s_precentral-inf-part
ctx_rh_s_precentralinfpart,ctx_rh_s_precentral-inf-part
ctx_rh_s_precentral-sup-part,ctx_rh_s_precentral-sup-part
ctx_rh_s_precentral.sup.part,ctx_rh_s_precentral-sup-part
ctx_rh_s_precentralsuppart,ctx_rh_s_precentral-sup-part
ctx_rh_s_suborbital,ctx_rh_s_suborbital
ctx_rh_s_subparietal,ctx_rh_s_subparietal
ctx_rh_s_temporal_inf,ctx_rh_s_temporal_inf
ctx_rh_s_temporal_sup,ctx_rh_s_temporal_sup
ctx_rh_s_temporal_transverse,ctx_rh_s_temporal_transverse
wm_lh_unknown,wm_lh_unknown
wm_lh_g_and_s_frontomargin,wm_lh_g_and_s_frontomargin
wm_lh_g_and_s_occipital_inf,wm_lh_g_and_s_occipital_inf
wm_lh_g_and_s_paracentral,wm_lh_g_and_s_paracentral
wm_lh_g_and_s_subcentral,wm_lh_g_and_s_subcentral
wm_lh_g_and_s_transv_frontopol,wm_lh_g_and_s_transv_frontopol
wm_lh_g_and_s_cingul-ant,wm_lh_g_and_s_cingul-ant
wm_lh_g_and_s_cingul.ant,wm_lh_g_and_s_cingul-ant
wm_lh_g_and_s_cingulant,wm_lh_g_and_s_cingul-ant
wm_lh_g_and_s_cingul-mid-ant,wm_lh_g_and_s_cingul-mid-ant
wm_lh_g_and_s_cingul.mid.ant,wm_lh_g_and_s_cingul-mid-ant
wm_lh_g_and_s_cingulmidant,wm_lh_g_and_s_cingul-mid-ant
wm_lh_g_and_s_cingul-mid-post,wm_lh_g_and_s_cingul-mid-post
wm_lh_g_and_s_cingul.mid.post,wm_lh_g_and_s_cingul-mid-post
wm_lh_g_and_s_cingulmidpost,wm_lh_g_and_s_cingul-mid-post
wm_lh_g_cingul-post-dorsal,wm_lh_g_cingul-post-dorsal
wm_lh_g_cingul.post.dorsal,wm_lh_g_cingul-post-dorsal
wm_lh_g_cingulpostdorsal,wm_lh_g_cingul-post-dorsal
wm_lh_g_cingul-post-ventral,wm_lh_g_cingul-post-ventral
wm_lh_g_cingul.post.ventral,wm_lh_g_cingul-post-ventral
wm_lh_g_cingulpostventral,wm_lh_g_cingul-post-ventral
wm_lh_g_cuneus,wm_lh_g_cuneus
wm_lh_g_front_inf-opercular,wm_lh_g_front_inf-opercular
wm_lh_g_front_inf.opercular,wm_lh_g_front_inf-opercular
wm_lh_g_front_infopercular,wm_lh_g_front_inf-opercular
wm_lh_g_front_inf-orbital,wm_lh_g_front_inf-orbital
wm_lh_g_front_inf.orbital,wm_lh_g_front_inf-orbital
wm_lh_g_front_inforbital,wm_lh_g_front_inf-orbital
wm_lh_g_front_inf-triangul,wm_lh_g_front_inf-triangul
wm_lh_g_front_inf.triangul,wm_lh_g_front_inf-triangul
wm_lh_g_front_inftriangul,wm_lh_g_front_inf-triangul
wm_lh_g_front_middle,wm_lh_g_front_middle
wm_lh_g_front_sup,wm_lh_g_front_sup
wm_lh_g_ins_lg_and_s_cent_ins,wm_lh_g_ins_lg_and_s_cent_ins
wm_lh_g_insular_short,wm_lh_g_insular_short
wm_lh_g_occipital_middle,wm_lh_g_occipital_middle
wm_lh_g_occipital_sup,wm_lh_g_occipital_sup
wm_lh_g_oc-temp_lat-fusifor,wm_lh_g_oc-temp_lat-fusifor
wm_lh_g_oc.temp_lat.fusifor,wm_lh_g_oc-temp_lat-fusifor
wm_lh_g_octemp_latfusifor,wm_lh_g_oc-temp_lat-fusifor
wm_lh_g_oc-temp_med-lingual,wm_lh_g_oc-temp_med-lingual
wm_lh_g_oc.temp_med.lingual,wm_lh_g_oc-temp_med-lingual
wm_lh_g_octemp_medlingual,wm_lh_g_oc-temp_med-lingual
wm_lh_g_oc-temp_med-parahip,wm_lh_g_oc-temp_med-parahip
wm_lh_g_oc.temp_med.parahip,wm_lh_g_oc-temp_med-parahip
wm_lh_g_octemp_medparahip,wm_lh_g_oc-temp_med-parahip
wm_lh_g_orbital,wm_lh_g_orbital
wm_lh_g_pariet_inf-angular,wm_lh_g_pariet_inf-angular
wm_lh_g_pariet_inf.angular,wm_lh_g_pariet_inf-angular
wm_lh_g_pariet_infangular,wm_lh_g_pariet_inf-angular
wm_lh_g_pariet_inf-supramar,wm_lh_g_pariet_inf-supramar
wm_lh_g_pariet_inf.supramar,wm_lh_g_pariet_inf-supramar
wm_lh_g_pariet_infsupramar,wm_lh_g_pariet_inf-supramar
wm_lh_g_parietal_sup,wm_lh_g_parietal_sup
wm_lh_g_postcentral,wm_lh_g_postcentral
wm_lh_g_precentral,wm_lh_g_precentral
wm_lh_g_precuneus,wm_lh_g_precuneus
wm_lh_g_rectus,wm_lh_g_rectus
wm_lh_g_subcallosal,wm_lh_g_subcallosal
wm_lh_g_temp_sup-g_t_transv,wm_lh_g_temp_sup-g_t_transv
wm_lh_g_temp_sup.g_t_transv,wm_lh_g_temp_sup-g_t_transv
wm_lh_g_temp_supg_t_transv,wm_lh_g_temp_sup-g_t_transv
wm_lh_g_temp_sup-lateral,wm_lh_g_temp_sup-lateral
wm_lh_g_temp_sup.lateral,wm_lh_g_temp_sup-lateral
wm_lh_g_temp_suplateral,wm_lh_g_temp_sup-lateral
wm_lh_g_temp_sup-plan_polar,wm_lh_g_temp_sup-plan_polar
wm_lh_g_temp_sup.plan_polar,wm_lh_g_temp_sup-plan_polar
wm_lh_g_temp_supplan_polar,wm_lh_g_temp_sup-plan_polar
wm_lh_g_temp_sup-plan_tempo,wm_lh_g_temp_sup-plan_tempo
wm_lh_g_temp_sup.plan_tempo,wm_lh_g_temp_sup-plan_tempo
wm_lh_g_temp_supplan_tempo,wm_lh_g_temp_sup-plan_tempo
wm_lh_g_temporal_inf,wm_lh_g_temporal_inf
wm_lh_g_temporal_middle,wm_lh_g_temporal_middle
wm_lh_lat_fis-ant-horizont,wm_lh_lat_fis-ant-horizont
wm_lh_lat_fis.ant.horizont,wm_lh_lat_fis-ant-horizont
wm_lh_lat_fisanthorizont,wm_lh_lat_fis-ant-horizont
wm_lh_lat_fis-ant-vertical,wm_lh_lat_fis-ant-vertical
wm_lh_lat_fis.ant.vertical,wm_lh_lat_fis-ant-vertical
wm_lh_lat_fisantvertical,wm_lh_lat_fis-ant-vertical
wm_lh_lat_fis-post,wm_lh_lat_fis-post
wm_lh_lat_fis.post,wm_lh_lat_fis-post
wm_lh_lat_fispost,wm_lh_lat_fis-post
wm_lh_medial_wall,wm_lh_medial_wall
wm_lh_pole_occipital,wm_lh_pole_occipital
wm_lh_pole_temporal,wm_lh_pole_temporal
wm_lh_s_calcarine,wm_lh_s_calcarine
wm_lh_s_central,wm_lh_s_central
wm_lh_s_cingul-marginalis,wm_lh_s_cingul-marginalis
wm_lh_s_cingul.marginalis,wm_lh_s_cingul-marginalis
wm_lh_s_cingulmarginalis,wm_lh_s_cingul-marginalis
wm_lh_s_circular_insula_ant,wm_lh_s_circular_insula_ant
wm_lh_s_circular_insula_inf,wm_lh_s_circular_insula_inf
wm_lh_s_circular_insula_sup,wm_lh_s_circular_insula_sup
wm_lh_s_collat_transv_ant,wm_lh_s_collat_transv_ant
wm_lh_s_collat_transv_post,wm_lh_s_collat_transv_post
wm_lh_s_front_inf,wm_lh_s_front_inf
wm_lh_s_front_middle,wm_lh_s_front_middle
wm_lh_s_front_sup,wm_lh_s_front_sup
wm_lh_s_interm_prim-jensen,wm_lh_s_interm_prim-jensen
wm_lh_s_interm_prim.jensen,wm_lh_s_interm_prim-jensen
wm_lh_s_interm_primjensen,wm_lh_s_interm_prim-jensen
wm_lh_s_intrapariet_and_p_trans,wm_lh_s_intrapariet_and_p_trans
wm_lh_s_oc_middle_and_lunatus,wm_lh_s_oc_middle_and_lunatus
wm_lh_s_oc_sup_and_transversal,wm_lh_s_oc_sup_and_transversal
wm_lh_s_occipital_ant,wm_lh_s_occipital_ant
wm_lh_s_oc-temp_lat,wm_lh_s_oc-temp_lat
wm_lh_s_oc.temp_lat,wm_lh_s_oc-temp_lat
wm_lh_s_octemp_lat,wm_lh_s_oc-temp_lat
wm_lh_s_oc-temp_med_and_lingual,wm_lh_s_oc-temp_med_and_lingual
wm_lh_s_oc.temp_med_and_lingual,wm_lh_s_oc-temp_med_and_lingual
wm_lh_s_octemp_med_and_lingual,wm_lh_s_oc-temp_med_and_lingual
wm_lh_s_orbital_lateral,wm_lh_s_orbital_lateral
wm_lh_s_orbital_med-olfact,wm_lh_s_orbital_med-olfact
wm_lh_s_orbital_med.olfact,wm_lh_s_orbital_med-olfact
wm_lh_s_orbital_medolfact,wm_lh_s_orbital_med-olfact
wm_lh_s_orbital-h_shaped,wm_lh_s_orbital-h_shaped
wm_lh_s_orbital.h_shaped,wm_lh_s_orbital-h_shaped
wm_lh_s_orbitalh_shaped,wm_lh_s_orbital-h_shaped
wm_lh_s_parieto_occipital,wm_lh_s_parieto_occipital
wm_lh_s_pericallosal,wm_lh_s_pericallosal
wm_lh_s_postcentral,wm_lh_s_postcentral
wm_lh_s_precentral-inf-part,wm_lh_s_precentral-inf-part
wm_lh_s_precentral.inf.part,wm_lh_s_precentral-inf-part
wm_lh_s_precentralinfpart,wm_lh_s_precentral-inf-part
wm_lh_s_precentral-sup-part,wm_lh_s_precentral-sup-part
wm_lh_s_precentral.sup.part,wm_lh_s_precentral-sup-part
wm_lh_s_precentralsuppart,wm_lh_s_precentral-sup-part
wm_lh_s_suborbital,wm_lh_s_suborbital
wm_lh_s_subparietal,wm_lh_s_subparietal
wm_lh_s_temporal_inf,wm_lh_s_temporal_inf
wm_lh_s_temporal_sup,wm_lh_s_temporal_sup
wm_lh_s_temporal_transverse,wm_lh_s_temporal_transverse
wm_rh_unknown,wm_rh_unknown
wm_rh_g_and_s_frontomargin,wm_rh_g_and_s_frontomargin
wm_rh_g_and_s_occipital_inf,wm_rh_g_and_s_occipital_inf
wm_rh_g_and_s_paracentral,wm_rh_g_and_s_paracentral
wm_rh_g_and_s_subcentral,wm_rh_g_and_s_subcentral
wm_rh_g_and_s_transv_frontopol,wm_rh_g_and_s_transv_frontopol
wm_rh_g_and_s_cingul-ant,wm_rh_g_and_s_cingul-ant
wm_rh_g_and_s_cingul.ant,wm_rh_g_and_s_cingul-ant
wm_rh_g_and_s_cingulant,wm_rh_g_and_s_cingul-ant
wm_rh_g_and_s_cingul-mid-ant,wm_rh_g_and_s_cingul-mid-ant
wm_rh_g_and_s_cingul.mid.ant,wm_rh_g_and_s_cingul-mid-ant
wm_rh_g_and_s_cingulmidant,wm_rh_g_and_s_cingul-mid-ant
wm_rh_g_and_s_cingul-mid-post,wm_rh_g_and_s_cingul-mid-post
wm_rh_g_and_s_cingul.mid.post,wm_rh_g_and_s_cingul-mid-post
wm_rh_g_and_s_cingulmidpost,wm_rh_g_and_s_cingul-mid-post
wm_rh_g_cingul-post-dorsal,wm_rh_g_cingul-post-dorsal
wm_rh_g_cingul.post.dorsal,wm_rh_g_cingul-post-dorsal
wm_rh_g_cingulpostdorsal,wm_rh_g_cingul-post-dorsal
wm_rh_g_cingul-post-ventral,wm_rh_g_cingul-post-ventral
wm_rh_g_cingul.post.ventral,wm_rh_g_cingul-post-ventral
wm_rh_g_cingulpostventral,wm_rh_g_cingul-post-ventral
wm_rh_g_cuneus,wm_rh_g_cuneus
wm_rh_g_front_inf-opercular,wm_rh_g_front_inf-opercular
wm_rh_g_front_inf.opercular,wm_rh_g_front_inf-opercular
wm_rh_g_front_infopercular,wm_rh_g_front_inf-opercular
wm_rh_g_front_inf-orbital,wm_rh_g_front_inf-orbital
wm_rh_g_front_inf.orbital,wm_rh_g_front_inf-orbital
wm_rh_g_front_inforbital,wm_rh_g_front_inf-orbital
wm_rh_g_front_inf-triangul,wm_rh_g_front_inf-triangul
wm_rh_g_front_inf.triangul,wm_rh_g_front_inf-triangul
wm_rh_g_front_inftriangul,wm_rh_g_front_inf-triangul
wm_rh_g_front_middle,wm_rh_g_front_middle
wm_rh_g_front_sup,wm_rh_g_front_sup
wm_rh_g_ins_lg_and_s_cent_ins,wm_rh_g_ins_lg_and_s_cent_ins
wm_rh_g_insular_short,wm_rh_g_insular_short
wm_rh_g_occipital_middle,wm_rh_g_occipital_middle
wm_rh_g_occipital_sup,wm_rh_g_occipital_sup
wm_rh_g_oc-temp_lat-fusifor,wm_rh_g_oc-temp_lat-fusifor
wm_rh_g_oc.temp_lat.fusifor,wm_rh_g_oc-temp_lat-fusifor
wm_rh_g_octemp_latfusifor,wm_rh_g_oc-temp_lat-fusifor
wm_rh_g_oc-temp_med-lingual,wm_rh_g_oc-temp_med-lingual
wm_rh_g_oc.temp_med.lingual,wm_rh_g_oc-temp_med-lingual
wm_rh_g_octemp_medlingual,wm_rh_g_oc-temp_med-lingual
wm_rh_g_oc-temp_med-parahip,wm_rh_g_oc-temp_med-parahip
wm_rh_g_oc.temp_med.parahip,wm_rh_g_oc-temp_med-parahip
wm_rh_g_octemp_medparahip,wm_rh_g_oc-temp_med-parahip
wm_rh_g_orbital,wm_rh_g_orbital
wm_rh_g_pariet_inf-angular,wm_rh_g_pariet_inf-angular
wm_rh_g_pariet_inf.angular,wm_rh_g_pariet_inf-angular
wm_rh_g_pariet_infangular,wm_rh_g_pariet_inf-angular
wm_rh_g_pariet_inf-supramar,wm_rh_g_pariet_inf-supramar
wm_rh_g_pariet_inf.supramar,wm_rh_g_pariet_inf-supramar
wm_rh_g_pariet_infsupramar,wm_rh_g_pariet_inf-supramar
wm_rh_g_parietal_sup,wm_rh_g_parietal_sup
wm_rh_g_postcentral,wm_rh_g_postcentral
wm_rh_g_precentral,wm_rh_g_precentral
wm_rh_g_precuneus,wm_rh_g_precuneus
wm_rh_g_rectus,wm_rh_g_rectus
wm_rh_g_subcallosal,wm_rh_g_subcallosal
wm_rh_g_temp_sup-g_t_transv,wm_rh_g_temp_sup-g_t_transv
wm_rh_g_temp_sup.g_t_transv,wm_rh_g_temp_sup-g_t_transv
wm_rh_g_temp_supg_t_transv,wm_rh_g_temp_sup-g_t_transv
wm_rh_g_temp_sup-lateral,wm_rh_g_temp_sup-lateral
wm_rh_g_temp_sup.lateral,wm_rh_g_temp_sup-lateral
wm_rh_g_temp_suplateral,wm_rh_g_temp_sup-lateral
wm_rh_g_temp_sup-plan_polar,wm_rh_g_temp_sup-plan_polar
wm_rh_g_temp_sup.plan_polar,wm_rh_g_temp_sup-plan_polar
wm_rh_g_temp_supplan_polar,wm_rh_g_temp_sup-plan_polar
wm_rh_g_temp_sup-plan_tempo,wm_rh_g_temp_sup-plan_tempo
wm_rh_g_temp_sup.plan_tempo,wm_rh_g_temp_sup-plan_tempo
wm_rh_g_temp_supplan_tempo,wm_rh_g_temp_sup-plan_tempo
wm_rh_g_temporal_inf,wm_rh_g_temporal_inf
wm_rh_g_temporal_middle,wm_rh_g_temporal_middle
wm_rh_lat_fis-ant-horizont,wm_rh_lat_fis-ant-horizont
wm_rh_lat_fis.ant.horizont,wm_rh_lat_fis-ant-horizont
wm_rh_lat_fisanthorizont,wm_rh_lat_fis-ant-horizont
wm_rh_lat_fis-ant-vertical,wm_rh_lat_fis-ant-vertical
wm_rh_lat_fis.ant.vertical,wm_rh_lat_fis-ant-vertical
wm_rh_lat_fisantvertical,wm_rh_lat_fis-ant-vertical
wm_rh_lat_fis-post,wm_rh_lat_fis-post
wm_rh_lat_fis.post,wm_rh_lat_fis-post
wm_rh_lat_fispost,wm_rh_lat_fis-post
